="aspirations growth"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   "
="                                                  ",="Growth in sales aspirations (W4)   ",="Growth in customer aspirations (W4)   ",="Growth in size aspirations (W4)   ",="Growth in employee aspirations (W4)   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="Business had pessimistic aspirations at W3 and W4 for sales",="           0.000   ",="                   ",="                   ",="                   "
="                                                  ",="             (.)   ",="                   ",="                   ",="                   "
="Business had optimistic aspirations at W3 and W4 for sales",="          -0.423** ",="                   ",="                   ",="                   "
="                                                  ",="         (0.166)   ",="                   ",="                   ",="                   "
="Business had pessimistic aspirations at W3 and W4 for customer",="                   ",="           1.021***",="                   ",="                   "
="                                                  ",="                   ",="         (0.261)   ",="                   ",="                   "
="Business had optimistic aspirations at W3 and W4 for customer",="                   ",="          -0.103   ",="                   ",="                   "
="                                                  ",="                   ",="         (0.104)   ",="                   ",="                   "
="Business had pessimistic aspirations at W3 and W4 for size",="                   ",="                   ",="           0.565***",="                   "
="                                                  ",="                   ",="                   ",="         (0.184)   ",="                   "
="Business had optimistic aspirations at W3 and W4 for size",="                   ",="                   ",="          -0.547***",="                   "
="                                                  ",="                   ",="                   ",="         (0.124)   ",="                   "
="Business had pessimistic aspirations at W3 and W4 for employee",="                   ",="                   ",="                   ",="           0.493***"
="                                                  ",="                   ",="                   ",="                   ",="         (0.160)   "
="Business had optimistic aspirations at W3 and W4 for employee",="                   ",="                   ",="                   ",="          -1.009***"
="                                                  ",="                   ",="                   ",="                   ",="         (0.136)   "
="R-squared                                         ",="           0.254   ",="           0.435   ",="           0.330   ",="           0.404   "
="N                                                 ",="             206   ",="             210   ",="             210   ",="             148   "
="Dependent Variable Mean for realistic aspirers    ",="           0.660   ",="           0.000   ",="           0.117   ",="           0.075   "
="* p<0.10, ** p<0.05, *** p<0.01"
