="Heterogeneity in treatment effects on placebo by BMasp12 BMasp BMcse BMloc BMseff BMprob at First Endline (W3) and Second Endline (W4)"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   ",="             (5)   ",="             (6)   ",="             (7)   ",="             (8)   ",="             (9)   ",="            (10)   ",="            (11)   ",="            (12)   ",="            (13)   ",="            (14)   ",="            (15)   ",="            (16)   ",="            (17)   ",="            (18)   ",="            (19)   ",="            (20)   ",="            (21)   ",="            (22)   ",="            (23)   ",="            (24)   ",="            (25)   ",="            (26)   ",="            (27)   ",="            (28)   ",="            (29)   ",="            (30)   ",="            (31)   ",="            (32)   ",="            (33)   ",="            (34)   ",="            (35)   ",="            (36)   "
="                                                  ",="Perceived agency (self-efficacy and LOC)   ",="12mth sales aspirations weighted by perceived agency   ",="12mth sales aspirations weighted by perceived agency   ",="Subj likelihood to reach aspired sales in 12 mth   ",="12mth sales aspirations weighted by perceived likelihood   ",="12mth shop aspirations weighted by perceived likelihood   ",="Perceived agency (self-efficacy and LOC)   ",="12mth sales aspirations weighted by perceived agency   ",="12mth sales aspirations weighted by perceived agency   ",="Subj likelihood to reach aspired sales in 12 mth   ",="12mth sales aspirations weighted by perceived likelihood   ",="12mth shop aspirations weighted by perceived likelihood   ",="Perceived agency (self-efficacy and LOC)   ",="12mth sales aspirations weighted by perceived agency   ",="12mth sales aspirations weighted by perceived agency   ",="Subj likelihood to reach aspired sales in 12 mth   ",="12mth sales aspirations weighted by perceived likelihood   ",="12mth shop aspirations weighted by perceived likelihood   ",="Perceived agency (self-efficacy and LOC)   ",="12mth sales aspirations weighted by perceived agency   ",="12mth sales aspirations weighted by perceived agency   ",="Subj likelihood to reach aspired sales in 12 mth   ",="12mth sales aspirations weighted by perceived likelihood   ",="12mth shop aspirations weighted by perceived likelihood   ",="Perceived agency (self-efficacy and LOC)   ",="12mth sales aspirations weighted by perceived agency   ",="12mth sales aspirations weighted by perceived agency   ",="Subj likelihood to reach aspired sales in 12 mth   ",="12mth sales aspirations weighted by perceived likelihood   ",="12mth shop aspirations weighted by perceived likelihood   ",="Perceived agency (self-efficacy and LOC)   ",="12mth sales aspirations weighted by perceived agency   ",="12mth sales aspirations weighted by perceived agency   ",="Subj likelihood to reach aspired sales in 12 mth   ",="12mth sales aspirations weighted by perceived likelihood   ",="12mth shop aspirations weighted by perceived likelihood   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="Assigned Handbook                                 ",="           0.185** ",="        -154.204   ",="           0.093   ",="           0.037*  ",="         -28.100   ",="           0.042   ",="           0.038   ",="         -19.666   ",="           0.401   ",="           0.038*  ",="           4.578   ",="           0.074   ",="           0.154   ",="        -485.081   ",="          -0.015   ",="           0.037*  ",="         -54.941   ",="           0.008   ",="           0.166*  ",="        -465.554*  ",="           0.018   ",="           0.060***",="         -47.615   ",="           0.003   ",="           0.227   ",="        -254.587   ",="           0.313   ",="           0.032   ",="         -19.408   ",="           0.064   ",="           0.303***",="        -422.258   ",="           0.697   ",="           0.099***",="         -86.929   ",="           0.124   "
="                                                  ",="         (0.082)   ",="       (290.512)   ",="         (0.390)   ",="         (0.019)   ",="        (47.672)   ",="         (0.066)   ",="         (0.097)   ",="       (300.081)   ",="         (0.384)   ",="         (0.020)   ",="        (48.193)   ",="         (0.066)   ",="         (0.101)   ",="       (294.635)   ",="         (0.414)   ",="         (0.022)   ",="        (44.899)   ",="         (0.068)   ",="         (0.091)   ",="       (260.098)   ",="         (0.384)   ",="         (0.020)   ",="        (40.017)   ",="         (0.063)   ",="         (0.142)   ",="       (501.746)   ",="         (0.747)   ",="         (0.033)   ",="        (71.152)   ",="         (0.125)   ",="         (0.105)   ",="       (411.234)   ",="         (0.662)   ",="         (0.023)   ",="        (78.560)   ",="         (0.114)   "
="Assigned Handbook & Movie                         ",="           0.030   ",="         335.918   ",="          -0.126   ",="           0.057***",="         100.202*  ",="          -0.009   ",="           0.030   ",="         439.709   ",="          -0.010   ",="           0.047** ",="          99.508*  ",="           0.014   ",="           0.018   ",="        -291.422   ",="          -0.167   ",="           0.035   ",="           3.970   ",="          -0.015   ",="          -0.006   ",="          -4.253   ",="          -0.087   ",="           0.043** ",="          45.403   ",="          -0.002   ",="          -0.086   ",="        -305.005   ",="          -0.318   ",="           0.015   ",="         -36.307   ",="          -0.042   ",="           0.165   ",="        -491.775   ",="          -0.564   ",="           0.028   ",="        -109.426   ",="          -0.073   "
="                                                  ",="         (0.093)   ",="       (328.479)   ",="         (0.356)   ",="         (0.019)   ",="        (56.517)   ",="         (0.059)   ",="         (0.092)   ",="       (332.205)   ",="         (0.348)   ",="         (0.020)   ",="        (55.272)   ",="         (0.058)   ",="         (0.101)   ",="       (332.069)   ",="         (0.342)   ",="         (0.022)   ",="        (55.262)   ",="         (0.056)   ",="         (0.098)   ",="       (322.296)   ",="         (0.326)   ",="         (0.022)   ",="        (53.815)   ",="         (0.054)   ",="         (0.141)   ",="       (357.433)   ",="         (0.458)   ",="         (0.030)   ",="        (62.950)   ",="         (0.076)   ",="         (0.113)   ",="       (369.157)   ",="         (0.518)   ",="         (0.032)   ",="        (72.184)   ",="         (0.087)   "
="Assigned Handbook & Counseling                    ",="           0.145*  ",="        -100.259   ",="           0.371   ",="           0.051** ",="          20.238   ",="           0.071   ",="           0.163*  ",="         240.207   ",="           0.538   ",="           0.056***",="          77.833   ",="           0.099   ",="           0.216** ",="        -222.605   ",="           0.049   ",="           0.071***",="          -6.527   ",="           0.025   ",="           0.164*  ",="        -257.298   ",="           0.122   ",="           0.042*  ",="          -8.252   ",="           0.034   ",="           0.193*  ",="         360.610   ",="           0.760   ",="           0.095***",="          94.448   ",="           0.137   ",="           0.283** ",="        -109.663   ",="           0.337   ",="           0.051   ",="         -42.577   ",="           0.044   "
="                                                  ",="         (0.087)   ",="       (316.400)   ",="         (0.409)   ",="         (0.021)   ",="        (55.046)   ",="         (0.069)   ",="         (0.083)   ",="       (340.413)   ",="         (0.409)   ",="         (0.021)   ",="        (62.354)   ",="         (0.069)   ",="         (0.095)   ",="       (373.370)   ",="         (0.499)   ",="         (0.022)   ",="        (65.500)   ",="         (0.083)   ",="         (0.088)   ",="       (353.565)   ",="         (0.477)   ",="         (0.024)   ",="        (64.122)   ",="         (0.079)   ",="         (0.117)   ",="       (581.626)   ",="         (0.852)   ",="         (0.024)   ",="       (102.746)   ",="         (0.137)   ",="         (0.131)   ",="       (597.879)   ",="         (0.869)   ",="         (0.031)   ",="       (106.206)   ",="         (0.144)   "
="Assigned All Three                                ",="           0.022   ",="        1076.297   ",="           0.490   ",="           0.005   ",="         138.486   ",="           0.063   ",="           0.024   ",="        1009.467   ",="           0.438   ",="           0.002   ",="         125.703   ",="           0.041   ",="           0.085   ",="        -410.092   ",="           0.043   ",="           0.015   ",="         -72.020   ",="           0.015   ",="           0.017   ",="        -436.348   ",="          -0.220   ",="           0.007   ",="         -83.508   ",="          -0.029   ",="           0.236** ",="        -197.730   ",="          -0.227   ",="           0.007   ",="         -55.292   ",="          -0.032   ",="           0.046   ",="        -511.158   ",="          -0.207   ",="           0.023   ",="        -126.639   ",="          -0.038   "
