="Heterogeneity in treatment effects on perform by BMasp12 BMasp BMcse BMloc BMseff BMprob at First Endline (W3) and Second Endline (W4)"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   ",="             (5)   ",="             (6)   ",="             (7)   ",="             (8)   ",="             (9)   ",="            (10)   ",="            (11)   ",="            (12)   ",="            (13)   ",="            (14)   ",="            (15)   ",="            (16)   ",="            (17)   ",="            (18)   ",="            (19)   ",="            (20)   ",="            (21)   ",="            (22)   ",="            (23)   ",="            (24)   ",="            (25)   ",="            (26)   ",="            (27)   ",="            (28)   ",="            (29)   ",="            (30)   ",="            (31)   ",="            (32)   ",="            (33)   ",="            (34)   ",="            (35)   ",="            (36)   "
="                                                  ",="Total Profits Last Month (USD PPP) at W3   ",="Total Profits Last Month (USD PPP) at W3 (win 1 %)   ",="Total Profits Last Month (USD PPP) at W3 (win 2 %)   ",="Total Sales Last Month (USD PPP) at W3   ",="Total Sales Last Month (USD PPP) at W3 (win 1 %)   ",="Total Sales Last Month (USD PPP) at W3 (win 2 %)   ",="Total Profits Last Month (USD PPP) at W3   ",="Total Profits Last Month (USD PPP) at W3 (win 1 %)   ",="Total Profits Last Month (USD PPP) at W3 (win 2 %)   ",="Total Sales Last Month (USD PPP) at W3   ",="Total Sales Last Month (USD PPP) at W3 (win 1 %)   ",="Total Sales Last Month (USD PPP) at W3 (win 2 %)   ",="Total Profits Last Month (USD PPP) at W3   ",="Total Profits Last Month (USD PPP) at W3 (win 1 %)   ",="Total Profits Last Month (USD PPP) at W3 (win 2 %)   ",="Total Sales Last Month (USD PPP) at W3   ",="Total Sales Last Month (USD PPP) at W3 (win 1 %)   ",="Total Sales Last Month (USD PPP) at W3 (win 2 %)   ",="Total Profits Last Month (USD PPP) at W3   ",="Total Profits Last Month (USD PPP) at W3 (win 1 %)   ",="Total Profits Last Month (USD PPP) at W3 (win 2 %)   ",="Total Sales Last Month (USD PPP) at W3   ",="Total Sales Last Month (USD PPP) at W3 (win 1 %)   ",="Total Sales Last Month (USD PPP) at W3 (win 2 %)   ",="Total Profits Last Month (USD PPP) at W3   ",="Total Profits Last Month (USD PPP) at W3 (win 1 %)   ",="Total Profits Last Month (USD PPP) at W3 (win 2 %)   ",="Total Sales Last Month (USD PPP) at W3   ",="Total Sales Last Month (USD PPP) at W3 (win 1 %)   ",="Total Sales Last Month (USD PPP) at W3 (win 2 %)   ",="Total Profits Last Month (USD PPP) at W3   ",="Total Profits Last Month (USD PPP) at W3 (win 1 %)   ",="Total Profits Last Month (USD PPP) at W3 (win 2 %)   ",="Total Sales Last Month (USD PPP) at W3   ",="Total Sales Last Month (USD PPP) at W3 (win 1 %)   ",="Total Sales Last Month (USD PPP) at W3 (win 2 %)   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="Assigned Handbook                                 ",="       -1284.263   ",="        -186.042   ",="        -134.262   ",="        1312.271   ",="         469.825   ",="         248.836   ",="       -1090.255   ",="         -47.698   ",="         -38.934   ",="        1234.499   ",="         429.481   ",="         175.531   ",="       -1624.482   ",="        -145.448   ",="        -103.401   ",="         829.382   ",="         -47.940   ",="         -66.085   ",="       -1468.253   ",="        -130.794   ",="         -90.050   ",="         587.672   ",="        -196.857   ",="        -236.981   ",="       -3074.756   ",="        -139.140   ",="        -101.776   ",="        2175.296   ",="         297.053   ",="         239.048   ",="       -2409.263   ",="          92.547   ",="          44.836   ",="        1790.500   ",="         233.345   ",="          97.298   "
="                                                  ",="      (1044.289)   ",="       (217.006)   ",="       (173.938)   ",="      (1040.951)   ",="       (702.223)   ",="       (587.923)   ",="      (1004.633)   ",="       (229.210)   ",="       (180.586)   ",="      (1005.112)   ",="       (697.045)   ",="       (590.059)   ",="      (1432.733)   ",="       (231.995)   ",="       (191.369)   ",="      (1180.827)   ",="       (592.078)   ",="       (554.937)   ",="      (1308.834)   ",="       (212.770)   ",="       (176.426)   ",="      (1092.668)   ",="       (554.747)   ",="       (517.703)   ",="      (2822.831)   ",="       (369.876)   ",="       (290.889)   ",="      (2248.127)   ",="       (993.616)   ",="       (933.519)   ",="      (2488.781)   ",="       (326.259)   ",="       (265.793)   ",="      (1989.153)   ",="       (859.262)   ",="       (791.702)   "
="Assigned Handbook & Movie                         ",="         594.237   ",="         501.167*  ",="         405.521*  ",="        1030.771   ",="        1367.943*  ",="        1329.642*  ",="         599.143   ",="         503.145*  ",="         410.213*  ",="        1102.577   ",="        1432.000*  ",="        1366.405*  ",="         203.492   ",="         128.744   ",="         104.599   ",="        -115.947   ",="         314.171   ",="         212.881   ",="         204.986   ",="         155.763   ",="         116.070   ",="        -174.856   ",="         260.694   ",="         168.108   ",="         175.446   ",="          71.289   ",="          51.298   ",="          39.332   ",="          33.706   ",="        -146.061   ",="          88.263   ",="         -19.768   ",="         -39.434   ",="        -839.452   ",="        -775.026   ",="        -743.632   "
="                                                  ",="       (371.696)   ",="       (268.491)   ",="       (212.299)   ",="       (982.738)   ",="       (810.107)   ",="       (687.651)   ",="       (387.660)   ",="       (281.269)   ",="       (220.455)   ",="      (1011.159)   ",="       (825.744)   ",="       (698.874)   ",="       (357.008)   ",="       (248.427)   ",="       (196.666)   ",="      (1028.812)   ",="       (773.896)   ",="       (610.490)   ",="       (346.259)   ",="       (246.105)   ",="       (196.755)   ",="      (1032.011)   ",="       (779.369)   ",="       (615.227)   ",="       (390.568)   ",="       (315.736)   ",="       (247.458)   ",="       (785.322)   ",="       (742.223)   ",="       (627.741)   ",="       (397.160)   ",="       (303.915)   ",="       (230.582)   ",="       (912.256)   ",="       (874.338)   ",="       (711.433)   "
="Assigned Handbook & Counseling                    ",="         531.564*  ",="         652.882***",="         578.620***",="        1703.126*  ",="        1691.132** ",="        1598.410** ",="         350.331   ",="         464.862** ",="         470.092***",="        1224.926   ",="        1189.262   ",="        1083.119   ",="         112.272   ",="         127.289   ",="         169.608   ",="         858.531   ",="         837.496   ",="         843.427   ",="         -30.992   ",="          58.011   ",="          97.556   ",="         829.052   ",="         726.082   ",="         729.942   ",="         535.033   ",="         497.194   ",="         454.681   ",="        2586.293   ",="        2400.877*  ",="        2053.387*  ",="         245.559   ",="         236.562   ",="         266.484   ",="        2221.555   ",="        1879.886   ",="        1283.365   "
="                                                  ",="       (277.018)   ",="       (228.872)   ",="       (189.635)   ",="       (985.361)   ",="       (798.465)   ",="       (689.008)   ",="       (255.182)   ",="       (203.661)   ",="       (179.161)   ",="      (1043.771)   ",="       (825.359)   ",="       (698.501)   ",="       (269.138)   ",="       (221.211)   ",="       (183.110)   ",="       (895.779)   ",="       (774.782)   ",="       (651.995)   ",="       (267.886)   ",="       (216.789)   ",="       (175.184)   ",="       (817.930)   ",="       (700.443)   ",="       (611.874)   ",="       (372.196)   ",="       (332.925)   ",="       (280.423)   ",="      (1589.388)   ",="      (1298.016)   ",="      (1054.208)   ",="       (321.382)   ",="       (274.767)   ",="       (257.558)   ",="      (1554.919)   ",="      (1276.368)   ",="       (967.106)   "
="Assigned All Three                                ",="        1114.562** ",="         652.279** ",="         489.824** ",="        1843.933*  ",="        1562.743*  ",="        1611.174** ",="         981.355*  ",="         481.109*  ",="         297.838   ",="         836.468   ",="         590.176   ",="         641.756   ",="         605.200   ",="         237.417   ",="         138.492   ",="        1365.278   ",="        1120.693   ",="         917.670   ",="         484.956   ",="         167.079   ",="          64.180   ",="        1000.582   ",="         692.633   ",="         461.585   ",="         355.811   ",="         259.094   ",="         190.598   ",="        1526.901   ",="        1564.521   ",="        1580.355   ",="         167.243   ",="          59.200   ",="           3.188   ",="         297.747   ",="         401.193   ",="         396.094   "
