="Heterogeneity in treatment effects on bisasp by BMasp12 BMasp BMcse BMloc BMseff BMprob at First Endline (W3) and Second Endline (W4)"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   ",="             (5)   ",="             (6)   ",="             (7)   ",="             (8)   ",="             (9)   ",="            (10)   ",="            (11)   ",="            (12)   ",="            (13)   ",="            (14)   ",="            (15)   ",="            (16)   ",="            (17)   ",="            (18)   ",="            (19)   ",="            (20)   ",="            (21)   ",="            (22)   ",="            (23)   ",="            (24)   ",="            (25)   ",="            (26)   ",="            (27)   ",="            (28)   ",="            (29)   ",="            (30)   ",="            (31)   ",="            (32)   ",="            (33)   ",="            (34)   ",="            (35)   ",="            (36)   ",="            (37)   ",="            (38)   ",="            (39)   ",="            (40)   ",="            (41)   ",="            (42)   ",="            (43)   ",="            (44)   ",="            (45)   ",="            (46)   ",="            (47)   ",="            (48)   ",="            (49)   ",="            (50)   ",="            (51)   ",="            (52)   ",="            (53)   ",="            (54)   ",="            (55)   ",="            (56)   ",="            (57)   ",="            (58)   ",="            (59)   ",="            (60)   "
="                                                  ",="Aggregate Short-Term Aspirations at W3   ",="Short-Term Sales Aspirations at W3   ",="Short-Term Sales Aspirations at W3 (win 1 %)   ",="Short-Term Shop Size Aspirations  at W3   ",="Short-Term Employee Aspirations at W3   ",="Short-Term Customer Aspirations at W3   ",="Aggregate Long-Term Aspirations at W3   ",="Long-Term Shop Size Aspirations at W3   ",="Long-Term Employee Aspirations at W3   ",="Long-Term Customer Aspirations at W3   ",="Aggregate Short-Term Aspirations at W3   ",="Short-Term Sales Aspirations at W3   ",="Short-Term Sales Aspirations at W3 (win 1 %)   ",="Short-Term Shop Size Aspirations  at W3   ",="Short-Term Employee Aspirations at W3   ",="Short-Term Customer Aspirations at W3   ",="Aggregate Long-Term Aspirations at W3   ",="Long-Term Shop Size Aspirations at W3   ",="Long-Term Employee Aspirations at W3   ",="Long-Term Customer Aspirations at W3   ",="Aggregate Short-Term Aspirations at W3   ",="Short-Term Sales Aspirations at W3   ",="Short-Term Sales Aspirations at W3 (win 1 %)   ",="Short-Term Shop Size Aspirations  at W3   ",="Short-Term Employee Aspirations at W3   ",="Short-Term Customer Aspirations at W3   ",="Aggregate Long-Term Aspirations at W3   ",="Long-Term Shop Size Aspirations at W3   ",="Long-Term Employee Aspirations at W3   ",="Long-Term Customer Aspirations at W3   ",="Aggregate Short-Term Aspirations at W3   ",="Short-Term Sales Aspirations at W3   ",="Short-Term Sales Aspirations at W3 (win 1 %)   ",="Short-Term Shop Size Aspirations  at W3   ",="Short-Term Employee Aspirations at W3   ",="Short-Term Customer Aspirations at W3   ",="Aggregate Long-Term Aspirations at W3   ",="Long-Term Shop Size Aspirations at W3   ",="Long-Term Employee Aspirations at W3   ",="Long-Term Customer Aspirations at W3   ",="Aggregate Short-Term Aspirations at W3   ",="Short-Term Sales Aspirations at W3   ",="Short-Term Sales Aspirations at W3 (win 1 %)   ",="Short-Term Shop Size Aspirations  at W3   ",="Short-Term Employee Aspirations at W3   ",="Short-Term Customer Aspirations at W3   ",="Aggregate Long-Term Aspirations at W3   ",="Long-Term Shop Size Aspirations at W3   ",="Long-Term Employee Aspirations at W3   ",="Long-Term Customer Aspirations at W3   ",="Aggregate Short-Term Aspirations at W3   ",="Short-Term Sales Aspirations at W3   ",="Short-Term Sales Aspirations at W3 (win 1 %)   ",="Short-Term Shop Size Aspirations  at W3   ",="Short-Term Employee Aspirations at W3   ",="Short-Term Customer Aspirations at W3   ",="Aggregate Long-Term Aspirations at W3   ",="Long-Term Shop Size Aspirations at W3   ",="Long-Term Employee Aspirations at W3   ",="Long-Term Customer Aspirations at W3   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="Assigned Handbook                                 ",="           0.006   ",="         -30.446   ",="         -44.234   ",="           2.828   ",="           0.235   ",="           2.391   ",="           0.033   ",="          -1.598   ",="           0.109   ",="          12.811   ",="           0.059   ",="           1.204   ",="         -26.620   ",="           2.687   ",="           0.181   ",="          17.052   ",="           0.078   ",="           0.509   ",="           0.124   ",="          21.550   ",="          -0.003   ",="           8.155   ",="         -26.968   ",="           2.465   ",="          -0.103   ",="           2.775   ",="          -0.024   ",="          -1.490   ",="          -0.138   ",="           4.239   ",="           0.007   ",="          -4.729   ",="         -37.861   ",="           1.424   ",="           0.075   ",="           4.390   ",="          -0.026   ",="          -3.124   ",="           0.014   ",="           2.369   ",="          -0.011   ",="          49.641   ",="         -13.784   ",="           2.995   ",="          -0.280   ",="           8.338   ",="          -0.000   ",="          -2.327   ",="          -0.117   ",="          15.898   ",="           0.097   ",="          50.114   ",="         -20.076   ",="           5.192*  ",="           0.175   ",="          12.920   ",="           0.150   ",="          -0.024   ",="           0.612   ",="          18.447   "
="                                                  ",="         (0.070)   ",="        (63.967)   ",="        (40.132)   ",="         (2.944)   ",="         (0.183)   ",="         (7.193)   ",="         (0.095)   ",="         (3.831)   ",="         (0.301)   ",="        (13.725)   ",="         (0.069)   ",="        (59.786)   ",="        (37.991)   ",="         (2.792)   ",="         (0.182)   ",="        (10.881)   ",="         (0.103)   ",="         (3.873)   ",="         (0.328)   ",="        (15.548)   ",="         (0.059)   ",="        (73.836)   ",="        (38.341)   ",="         (2.067)   ",="         (0.173)   ",="         (7.180)   ",="         (0.092)   ",="         (3.401)   ",="         (0.272)   ",="        (13.661)   ",="         (0.058)   ",="        (68.340)   ",="        (35.980)   ",="         (1.920)   ",="         (0.195)   ",="         (6.746)   ",="         (0.090)   ",="         (3.143)   ",="         (0.323)   ",="        (12.487)   ",="         (0.094)   ",="       (134.480)   ",="        (54.768)   ",="         (3.033)   ",="         (0.257)   ",="        (12.425)   ",="         (0.133)   ",="         (4.733)   ",="         (0.345)   ",="        (25.008)   ",="         (0.094)   ",="       (120.596)   ",="        (50.920)   ",="         (3.065)   ",="         (0.321)   ",="        (10.748)   ",="         (0.137)   ",="         (3.946)   ",="         (0.512)   ",="        (23.040)   "
="Assigned Handbook & Movie                         ",="           0.041   ",="          44.608   ",="          35.752   ",="           1.849   ",="           0.219   ",="          10.584   ",="           0.053   ",="          -0.683   ",="           0.108   ",="          17.064   ",="           0.049   ",="          39.336   ",="          29.979   ",="           2.392   ",="           0.218   ",="           6.072   ",="          -0.051   ",="          -3.411   ",="          -0.064   ",="           3.802   ",="          -0.007   ",="          12.132   ",="          -0.621   ",="           0.337   ",="          -0.036   ",="           4.873   ",="          -0.040   ",="          -3.097   ",="          -0.062   ",="           2.644   ",="           0.001   ",="          26.364   ",="          -1.693   ",="          -0.177   ",="          -0.045   ",="           8.145   ",="          -0.038   ",="          -3.567   ",="          -0.113   ",="           6.655   ",="          -0.059   ",="          15.045   ",="          30.565   ",="          -0.141   ",="          -0.049   ",="          -6.597   ",="          -0.147*  ",="          -4.837   ",="          -0.258   ",="         -16.465*  ",="          -0.010   ",="         -45.117   ",="         -31.181   ",="           1.007   ",="           0.002   ",="           9.402   ",="          -0.041   ",="          -3.991   ",="           0.110   ",="          -3.806   "
="                                                  ",="         (0.077)   ",="        (60.529)   ",="        (49.172)   ",="         (2.005)   ",="         (0.174)   ",="        (10.748)   ",="         (0.094)   ",="         (3.409)   ",="         (0.265)   ",="        (13.846)   ",="         (0.073)   ",="        (61.522)   ",="        (50.433)   ",="         (2.043)   ",="         (0.170)   ",="        (10.322)   ",="         (0.098)   ",="         (3.435)   ",="         (0.306)   ",="        (12.515)   ",="         (0.060)   ",="        (61.514)   ",="        (46.100)   ",="         (1.725)   ",="         (0.150)   ",="         (8.886)   ",="         (0.092)   ",="         (3.459)   ",="         (0.282)   ",="        (11.617)   ",="         (0.058)   ",="        (58.907)   ",="        (45.322)   ",="         (1.721)   ",="         (0.148)   ",="         (9.046)   ",="         (0.093)   ",="         (3.519)   ",="         (0.286)   ",="        (11.708)   ",="         (0.080)   ",="        (81.833)   ",="        (59.346)   ",="         (2.424)   ",="         (0.208)   ",="         (6.660)   ",="         (0.086)   ",="         (3.502)   ",="         (0.289)   ",="         (8.935)   ",="         (0.114)   ",="        (85.480)   ",="        (67.965)   ",="         (3.118)   ",="         (0.201)   ",="        (15.491)   ",="         (0.117)   ",="         (3.883)   ",="         (0.339)   ",="        (16.159)   "
="Assigned Handbook & Counseling                    ",="           0.041   ",="         -87.681   ",="         -64.350   ",="           3.381*  ",="           0.236   ",="          18.687*  ",="           0.069   ",="           3.356   ",="          -0.035   ",="          14.496   ",="           0.022   ",="         -36.543   ",="         -28.912   ",="           1.756   ",="           0.159   ",="          18.076   ",="           0.005   ",="           1.795   ",="          -0.167   ",="           8.059   ",="           0.010   ",="         -59.299   ",="         -43.598   ",="           2.476   ",="           0.135   ",="           1.097   ",="          -0.061   ",="          -1.933   ",="          -0.281   ",="           1.079   ",="           0.033   ",="         -39.723   ",="         -73.479*  ",="           2.014   ",="           0.268   ",="          -1.375   ",="          -0.081   ",="          -3.599   ",="          -0.190   ",="          -3.645   ",="          -0.027   ",="         -21.617   ",="          -8.920   ",="           0.299   ",="           0.102   ",="           4.796   ",="          -0.056   ",="          -4.704   ",="          -0.379   ",="          19.338   ",="           0.043   ",="         -96.504   ",="         -76.372   ",="           3.085   ",="           0.038   ",="          32.682   ",="           0.146   ",="           5.630   ",="          -0.089   ",="          35.277   "
="                                                  ",="         (0.072)   ",="        (54.558)   ",="        (44.880)   ",="         (1.893)   ",="         (0.169)   ",="        (10.811)   ",="         (0.089)   ",="         (3.647)   ",="         (0.261)   ",="        (12.072)   ",="         (0.064)   ",="        (57.851)   ",="        (46.652)   ",="         (1.651)   ",="         (0.151)   ",="        (11.080)   ",="         (0.096)   ",="         (3.720)   ",="         (0.295)   ",="        (12.052)   ",="         (0.068)   ",="        (50.438)   ",="        (43.350)   ",="         (2.266)   ",="         (0.196)   ",="        (10.471)   ",="         (0.086)   ",="         (3.350)   ",="         (0.230)   ",="        (14.247)   ",="         (0.068)   ",="        (57.701)   ",="        (40.798)   ",="         (2.192)   ",="         (0.200)   ",="         (9.148)   ",="         (0.083)   ",="         (3.510)   ",="         (0.246)   ",="        (10.806)   ",="         (0.083)   ",="        (74.703)   ",="        (65.491)   ",="         (2.148)   ",="         (0.198)   ",="        (14.261)   ",="         (0.110)   ",="         (3.649)   ",="         (0.273)   ",="        (23.611)   ",="         (0.126)   ",="        (76.417)   ",="        (65.892)   ",="         (3.745)   ",="         (0.195)   ",="        (31.044)   ",="         (0.161)   ",="         (5.907)   ",="         (0.286)   ",="        (31.692)   "
="Assigned All Three                                ",="           0.065   ",="         202.543   ",="          68.550   ",="           0.697   ",="           0.040   ",="          25.817***",="           0.053   ",="          -0.408   ",="          -0.091   ",="          28.015** ",="          -0.005   ",="         171.912   ",="          27.508   ",="          -1.624   ",="          -0.064   ",="          18.540*  ",="          -0.036   ",="          -3.111   ",="          -0.289   ",="          21.820   ",="           0.034   ",="         -50.108   ",="         -23.780   ",="           1.292   ",="           0.042   ",="          19.676*  ",="          -0.047   ",="          -1.707   ",="          -0.162   ",="          -0.768   ",="           0.034   ",="         -60.179   ",="         -43.808   ",="           0.888   ",="           0.054   ",="          22.115** ",="          -0.075   ",="          -2.690   ",="          -0.208   ",="          -3.486   ",="          -0.051   ",="         -91.668   ",="         -42.123   ",="          -0.503   ",="          -0.190   ",="          18.365   ",="          -0.081   ",="          -2.831   ",="          -0.472   ",="           9.246   ",="          -0.034   ",="        -211.818** ",="        -137.492** ",="           0.400   ",="           0.017   ",="          14.945   ",="          -0.118   ",="          -4.539   ",="          -0.295   ",="          -6.251   "
