="IV (2SLS) estimation of treatment effects on mainPerf"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   ",="             (5)   ",="             (6)   ",="             (7)   ",="             (8)   "
="                                                  ",="Total Profits Last Month (USD PPP) at W3 (win 5 %)   ",="Total Profits Last Month (USD PPP) at W3 (IHS Transformation)   ",="Total Sales Last Month (USD PPP) at W3 (win 5 %)   ",="Total Sales Last Month (USD PPP) at W3 (Log Transformation)   ",="Business size (square meters) (win 1 %)   ",="Total Number of Employees at W3 (win 1 %)   ",="Total Number of Hired Employees at W3 (win 1 %)   ",="Total Number of Daily Customers at W3 (win 1 %)   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="Received Handbook                                 ",="        -108.203   ",="           0.682   ",="        -373.139   ",="          -0.077   ",="          -0.073   ",="          -0.011   ",="          -0.013   ",="           1.408   "
="                                                  ",="       (106.011)   ",="         (0.514)   ",="       (355.016)   ",="         (0.079)   ",="         (0.671)   ",="         (0.101)   ",="         (0.043)   ",="         (3.123)   "
="Received Handbook & Movie                         ",="         162.922   ",="           0.758   ",="        1149.009*  ",="           0.159   ",="           1.123   ",="           0.200   ",="          -0.071   ",="           3.282   "
="                                                  ",="       (195.915)   ",="         (0.907)   ",="       (660.879)   ",="         (0.147)   ",="         (1.184)   ",="         (0.178)   ",="         (0.076)   ",="         (5.056)   "
="Received Handbook & Counseling                    ",="         387.064***",="           1.299** ",="        1215.404** ",="           0.191*  ",="           1.134   ",="           0.024   ",="          -0.039   ",="           2.676   "
="                                                  ",="       (136.553)   ",="         (0.600)   ",="       (484.194)   ",="         (0.100)   ",="         (0.845)   ",="         (0.111)   ",="         (0.050)   ",="         (3.490)   "
="Received All Three                                ",="         372.724*  ",="           1.963** ",="        1453.438*  ",="           0.238   ",="           0.298   ",="          -0.024   ",="          -0.081   ",="           5.011   "
="                                                  ",="       (220.157)   ",="         (0.975)   ",="       (765.705)   ",="         (0.162)   ",="         (1.205)   ",="         (0.182)   ",="         (0.079)   ",="         (5.923)   "
="R-squared                                         ",="           0.103   ",="           0.029   ",="           0.522   ",="           0.467   ",="           0.385   ",="           0.260   ",="           0.102   ",="           0.363   "
="N                                                 ",="            1178   ",="            1178   ",="            1179   ",="            1179   ",="            1181   ",="            1181   ",="            1181   ",="            1181   "
="Dependent Variable Mean in Control Group          ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dependent Variable SD in Control Group            ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book = Book & Movie             ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book = Book & Assistance        ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book = Book & Movie & Assistance",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book & Movie = Book & Assistance",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): B & M + B & A > All Three       ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="* p<0.10, ** p<0.05, *** p<0.01"
