="Heterogeneity in treatment effects on mainPerf by BMprof BMsales at First Endline (W3) and Second Endline (W4)"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   ",="             (5)   ",="             (6)   ",="             (7)   ",="             (8)   ",="             (9)   ",="            (10)   ",="            (11)   ",="            (12)   ",="            (13)   ",="            (14)   ",="            (15)   ",="            (16)   "
="                                                  ",="Total Profits Last Month (USD PPP) at W3 (win 5 %)   ",="Total Profits Last Month (USD PPP) at W3 (IHS Transformation)   ",="Total Sales Last Month (USD PPP) at W3 (win 5 %)   ",="Total Sales Last Month (USD PPP) at W3 (Log Transformation)   ",="Business size (square meters) (win 1 %)   ",="Total Number of Employees at W3 (win 1 %)   ",="Total Number of Hired Employees at W3 (win 1 %)   ",="Total Number of Daily Customers at W3 (win 1 %)   ",="Total Profits Last Month (USD PPP) at W3 (win 5 %)   ",="Total Profits Last Month (USD PPP) at W3 (IHS Transformation)   ",="Total Sales Last Month (USD PPP) at W3 (win 5 %)   ",="Total Sales Last Month (USD PPP) at W3 (Log Transformation)   ",="Business size (square meters) (win 1 %)   ",="Total Number of Employees at W3 (win 1 %)   ",="Total Number of Hired Employees at W3 (win 1 %)   ",="Total Number of Daily Customers at W3 (win 1 %)   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="Assigned Handbook                                 ",="        -180.290   ",="           0.893   ",="        -894.339** ",="          -0.144*  ",="           0.474   ",="          -0.047   ",="          -0.033   ",="           1.902   ",="          12.652   ",="           0.492   ",="        -774.520   ",="           0.112   ",="           1.219   ",="           0.058   ",="           0.047   ",="           5.502   "
="                                                  ",="       (116.617)   ",="         (0.622)   ",="       (392.407)   ",="         (0.086)   ",="         (0.781)   ",="         (0.114)   ",="         (0.046)   ",="         (3.624)   ",="       (140.575)   ",="         (0.642)   ",="       (491.102)   ",="         (0.091)   ",="         (0.910)   ",="         (0.120)   ",="         (0.060)   ",="         (4.144)   "
="Assigned Handbook & Movie                         ",="         203.498   ",="           1.067   ",="         156.758   ",="          -0.048   ",="           0.337   ",="           0.058   ",="          -0.029   ",="           3.986   ",="         383.807** ",="           1.401** ",="         178.826   ",="           0.164   ",="           1.784** ",="           0.030   ",="          -0.071   ",="           6.388   "
="                                                  ",="       (153.103)   ",="         (0.687)   ",="       (495.903)   ",="         (0.105)   ",="         (0.797)   ",="         (0.120)   ",="         (0.047)   ",="         (3.774)   ",="       (160.275)   ",="         (0.632)   ",="       (573.681)   ",="         (0.104)   ",="         (0.906)   ",="         (0.116)   ",="         (0.049)   ",="         (4.069)   "
="Assigned Handbook & Counseling                    ",="         440.093***",="           2.311***",="         307.663   ",="           0.053   ",="           0.823   ",="           0.063   ",="          -0.001   ",="           6.834*  ",="         584.640***",="           1.867***",="        -191.490   ",="           0.176*  ",="           2.233** ",="           0.128   ",="           0.041   ",="           7.229*  "
="                                                  ",="       (145.416)   ",="         (0.599)   ",="       (438.919)   ",="         (0.095)   ",="         (0.852)   ",="         (0.114)   ",="         (0.054)   ",="         (3.937)   ",="       (156.678)   ",="         (0.602)   ",="       (505.952)   ",="         (0.094)   ",="         (0.946)   ",="         (0.110)   ",="         (0.059)   ",="         (4.040)   "
="Assigned All Three                                ",="         174.079   ",="           1.453** ",="          39.040   ",="          -0.055   ",="          -0.191   ",="           0.011   ",="          -0.048   ",="           7.950*  ",="         338.090** ",="           1.197** ",="         -60.598   ",="           0.055   ",="           0.919   ",="          -0.078   ",="          -0.026   ",="           6.091   "
="                                                  ",="       (150.575)   ",="         (0.649)   ",="       (500.771)   ",="         (0.095)   ",="         (0.802)   ",="         (0.122)   ",="         (0.056)   ",="         (4.584)   ",="       (153.776)   ",="         (0.604)   ",="       (543.149)   ",="         (0.101)   ",="         (0.781)   ",="         (0.117)   ",="         (0.056)   ",="         (4.549)   "
="B_BMprof                                          ",="         177.014   ",="          -0.457   ",="        1241.174***",="           0.153   ",="          -1.245   ",="           0.083   ",="           0.049   ",="          -1.214   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="       (152.463)   ",="         (0.814)   ",="       (451.523)   ",="         (0.101)   ",="         (0.978)   ",="         (0.143)   ",="         (0.057)   ",="         (4.835)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="BM_BMprof                                         ",="        -224.300   ",="          -1.377   ",="         908.556*  ",="           0.257** ",="           0.552   ",="           0.103   ",="          -0.020   ",="          -4.085   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="       (173.366)   ",="         (0.891)   ",="       (549.778)   ",="         (0.124)   ",="         (1.005)   ",="         (0.151)   ",="         (0.061)   ",="         (4.286)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="BC_BMprof                                         ",="        -246.990   ",="          -2.478***",="        1236.932** ",="           0.184   ",="           0.164   ",="          -0.080   ",="          -0.056   ",="          -8.551*  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="       (174.054)   ",="         (0.816)   ",="       (570.198)   ",="         (0.116)   ",="         (1.052)   ",="         (0.126)   ",="         (0.053)   ",="         (4.492)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="BMC_BMprof                                        ",="          17.189   ",="          -1.012   ",="        1334.667** ",="           0.334***",="           0.666   ",="          -0.044   ",="           0.014   ",="         -10.511** ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="       (171.674)   ",="         (0.835)   ",="       (579.040)   ",="         (0.124)   ",="         (0.885)   ",="         (0.133)   ",="         (0.054)   ",="         (5.040)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="B_BMsales                                         ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="        -227.083   ",="           0.327   ",="         839.423*  ",="          -0.365***",="          -2.576***",="          -0.139   ",="          -0.119** ",="          -8.197*  "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="       (139.667)   ",="         (0.680)   ",="       (491.214)   ",="         (0.112)   ",="         (0.934)   ",="         (0.143)   ",="         (0.059)   ",="         (4.631)   "
