="Balance of compliance on baseline covariates"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   ",="             (5)   ",="             (6)   ",="             (7)   ",="             (8)   ",="             (9)   ",="            (10)   ",="            (11)   ",="            (12)   ",="            (13)   ",="            (14)   ",="            (15)   ",="            (16)   ",="            (17)   ",="            (18)   ",="            (19)   ",="            (20)   ",="            (21)   ",="            (22)   ",="            (23)   ",="            (24)   ",="            (25)   ",="            (26)   ",="            (27)   ",="            (28)   ",="            (29)   ",="            (30)   ",="            (31)   ",="            (32)   ",="            (33)   ",="            (34)   ",="            (35)   ",="            (36)   "
="                                                  ",="Received Handbook   ",="Received Handbook   ",="Received Handbook   ",="Received Handbook   ",="Received Handbook   ",="Received Handbook   ",="Received Handbook   ",="Received Handbook   ",="Received Handbook   ",="Received Handbook & Movie   ",="Received Handbook & Movie   ",="Received Handbook & Movie   ",="Received Handbook & Movie   ",="Received Handbook & Movie   ",="Received Handbook & Movie   ",="Received Handbook & Movie   ",="Received Handbook & Movie   ",="Received Handbook & Movie   ",="Received Handbook & Counseling   ",="Received Handbook & Counseling   ",="Received Handbook & Counseling   ",="Received Handbook & Counseling   ",="Received Handbook & Counseling   ",="Received Handbook & Counseling   ",="Received Handbook & Counseling   ",="Received Handbook & Counseling   ",="Received Handbook & Counseling   ",="Received All Three   ",="Received All Three   ",="Received All Three   ",="Received All Three   ",="Received All Three   ",="Received All Three   ",="Received All Three   ",="Received All Three   ",="Received All Three   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="MW Marketing Subscore at W1                       ",="           0.120   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.136   ",="           0.053   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.050   ",="           0.108   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.207   ",="          -0.055   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.012   "
="                                                  ",="         (0.104)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.130)   ",="         (0.159)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.215)   ",="         (0.126)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.158)   ",="         (0.175)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.218)   "
="MW Stocking Up Subscore at W1                     ",="                   ",="          -0.045   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.104   ",="                   ",="           0.058   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.016   ",="                   ",="           0.016   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.112   ",="                   ",="          -0.064   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.028   "
="                                                  ",="                   ",="         (0.066)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.087)   ",="                   ",="         (0.110)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.148)   ",="                   ",="         (0.093)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.120)   ",="                   ",="         (0.104)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.153)   "
="MW Record Keeping Subscore at W1                  ",="                   ",="                   ",="           0.028   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.000   ",="                   ",="                   ",="           0.251   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.613** ",="                   ",="                   ",="          -0.167   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.206   ",="                   ",="                   ",="          -0.050   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.424   "
="                                                  ",="                   ",="                   ",="         (0.090)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.130)   ",="                   ",="                   ",="         (0.174)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.242)   ",="                   ",="                   ",="         (0.161)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.266)   ",="                   ",="                   ",="         (0.190)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.295)   "
="MW Financial Planning Subscore at W1              ",="                   ",="                   ",="                   ",="           0.014   ",="                   ",="                   ",="                   ",="                   ",="          -0.037   ",="                   ",="                   ",="                   ",="          -0.028   ",="                   ",="                   ",="                   ",="                   ",="          -0.614** ",="                   ",="                   ",="                   ",="          -0.183   ",="                   ",="                   ",="                   ",="                   ",="          -0.447   ",="                   ",="                   ",="                   ",="          -0.219   ",="                   ",="                   ",="                   ",="                   ",="          -0.327   "
