="Heterogeneity in treatment effects on bisasp by BMasp12 BMasp BMcse BMloc BMseff BMprob at First Endline (W3) and Second Endline (W4)"
="                                                  ",="         (0.071)   ",="       (155.381)   ",="        (53.651)   ",="         (1.653)   ",="         (0.149)   ",="         (9.955)   ",="         (0.091)   ",="         (3.079)   ",="         (0.275)   ",="        (13.792)   ",="         (0.070)   ",="       (157.507)   ",="        (48.870)   ",="         (1.485)   ",="         (0.148)   ",="         (9.936)   ",="         (0.100)   ",="         (3.205)   ",="         (0.312)   ",="        (14.683)   ",="         (0.058)   ",="        (57.920)   ",="        (52.042)   ",="         (1.882)   ",="         (0.154)   ",="        (10.507)   ",="         (0.081)   ",="         (2.968)   ",="         (0.252)   ",="        (13.615)   ",="         (0.060)   ",="        (55.743)   ",="        (48.123)   ",="         (2.007)   ",="         (0.158)   ",="        (10.578)   ",="         (0.078)   ",="         (3.059)   ",="         (0.262)   ",="         (9.254)   ",="         (0.067)   ",="        (80.003)   ",="        (71.010)   ",="         (1.914)   ",="         (0.183)   ",="        (13.668)   ",="         (0.106)   ",="         (3.579)   ",="         (0.287)   ",="        (21.339)   ",="         (0.084)   ",="        (75.786)   ",="        (60.149)   ",="         (2.715)   ",="         (0.187)   ",="        (14.602)   ",="         (0.096)   ",="         (3.397)   ",="         (0.270)   ",="        (19.449)   "
="B_BMasp12                                         ",="          -0.042   ",="         -42.585   ",="         -19.937   ",="          -5.525*  ",="          -0.511***",="           4.506   ",="          -0.142   ",="          -4.011   ",="          -0.420   ",="         -16.560   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="         (0.086)   ",="        (69.274)   ",="        (36.777)   ",="         (3.070)   ",="         (0.186)   ",="        (12.835)   ",="         (0.091)   ",="         (3.746)   ",="         (0.272)   ",="        (16.088)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="BM_BMasp12                                        ",="           0.002   ",="         -51.902   ",="         -24.318   ",="          -3.306   ",="          -0.131   ",="         -11.801   ",="          -0.109   ",="          -3.039   ",="          -0.171   ",="         -21.959   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="         (0.093)   ",="        (69.187)   ",="        (52.166)   ",="         (2.017)   ",="         (0.206)   ",="        (11.645)   ",="         (0.085)   ",="         (3.279)   ",="         (0.241)   ",="        (13.702)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="BC_BMasp12                                        ",="          -0.007   ",="         121.901*  ",="          78.872   ",="          -4.014** ",="          -0.371** ",="         -11.787   ",="          -0.146*  ",="          -7.728** ",="          -0.201   ",="         -14.841   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="         (0.091)   ",="        (64.071)   ",="        (49.864)   ",="         (1.947)   ",="         (0.183)   ",="        (12.218)   ",="         (0.084)   ",="         (3.395)   ",="         (0.231)   ",="        (13.107)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="BMC_BMasp12                                       ",="          -0.115   ",="        -276.758*  ",="        -134.869***",="          -2.476   ",="          -0.159   ",="         -36.256***",="          -0.290***",="          -7.808***",="          -0.435** ",="         -52.750***",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="         (0.080)   ",="       (159.659)   ",="        (50.323)   ",="         (1.729)   ",="         (0.164)   ",="        (10.723)   ",="         (0.073)   ",="         (2.422)   ",="         (0.209)   ",="        (13.850)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="B_BMasp                                           ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.152** ",="        -106.926   ",="         -55.904   ",="          -5.250** ",="          -0.411** ",="         -25.539** ",="          -0.237** ",="          -8.295** ",="          -0.452   ",="         -34.600** ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.071)   ",="        (70.346)   ",="        (35.632)   ",="         (2.658)   ",="         (0.182)   ",="        (11.984)   ",="         (0.095)   ",="         (3.524)   ",="         (0.288)   ",="        (15.679)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="BM_BMasp                                          ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.015   ",="         -40.658   ",="         -12.722   ",="          -4.296** ",="          -0.126   ",="          -2.679   ",="           0.094   ",="           2.346   ",="           0.167   ",="           4.395   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.082)   ",="        (67.166)   ",="        (54.959)   ",="         (2.028)   ",="         (0.198)   ",="        (11.123)   ",="         (0.094)   ",="         (3.413)   ",="         (0.294)   ",="        (14.088)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="BC_BMasp                                          ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.029   ",="           4.276   ",="          -1.783   ",="          -0.381   ",="          -0.185   ",="          -9.782   ",="          -0.004   ",="          -3.884   ",="           0.082   ",="          -0.563   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.075)   ",="        (61.192)   ",="        (50.434)   ",="         (2.184)   ",="         (0.189)   ",="        (13.064)   ",="         (0.095)   ",="         (3.701)   ",="         (0.272)   ",="        (13.553)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="BMC_BMasp                                         ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.021   ",="        -198.891   ",="         -48.991   ",="           1.867   ",="           0.038   ",="         -20.305*  ",="          -0.108   ",="          -2.314   ",="          -0.045   ",="         -37.608** ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.073)   ",="       (153.978)   ",="        (50.627)   ",="         (1.728)   ",="         (0.162)   ",="        (10.523)   ",="         (0.085)   ",="         (2.592)   ",="         (0.257)   ",="        (14.659)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="B_BMcse                                           ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.002   ",="         -78.954   ",="         -33.125   ",="          -2.698   ",="           0.139   ",="           4.559   ",="           0.008   ",="          -2.258   ",="           0.123   ",="           3.264   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.077)   ",="        (72.439)   ",="        (36.936)   ",="         (2.884)   ",="         (0.199)   ",="         (9.377)   ",="         (0.085)   ",="         (3.464)   ",="         (0.248)   ",="        (15.609)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="BM_BMcse                                          ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.088   ",="           7.567   ",="          41.683   ",="           0.527   ",="           0.316   ",="           1.008   ",="           0.101   ",="           3.161   ",="           0.223   ",="           6.776   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
