="Heterogeneity in treatment effects on bisasp by BMasp12 BMasp BMcse BMloc BMseff BMprob at First Endline (W3) and Second Endline (W4)"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   ",="             (5)   ",="             (6)   ",="             (7)   ",="             (8)   ",="             (9)   ",="            (10)   ",="            (11)   ",="            (12)   ",="            (13)   ",="            (14)   ",="            (15)   ",="            (16)   ",="            (17)   ",="            (18)   ",="            (19)   ",="            (20)   ",="            (21)   ",="            (22)   ",="            (23)   ",="            (24)   ",="            (25)   ",="            (26)   ",="            (27)   ",="            (28)   ",="            (29)   ",="            (30)   ",="            (31)   ",="            (32)   ",="            (33)   ",="            (34)   ",="            (35)   ",="            (36)   ",="            (37)   ",="            (38)   ",="            (39)   ",="            (40)   ",="            (41)   ",="            (42)   ",="            (43)   ",="            (44)   ",="            (45)   ",="            (46)   ",="            (47)   ",="            (48)   ",="            (49)   ",="            (50)   ",="            (51)   ",="            (52)   ",="            (53)   ",="            (54)   ",="            (55)   ",="            (56)   ",="            (57)   ",="            (58)   ",="            (59)   ",="            (60)   "
="                                                  ",="Aggregate Short-Term Aspirations at W3   ",="Short-Term Sales Aspirations at W3   ",="Short-Term Sales Aspirations at W3 (win 1 %)   ",="Short-Term Shop Size Aspirations  at W3   ",="Short-Term Employee Aspirations at W3   ",="Short-Term Customer Aspirations at W3   ",="Aggregate Long-Term Aspirations at W3   ",="Long-Term Shop Size Aspirations at W3   ",="Long-Term Employee Aspirations at W3   ",="Long-Term Customer Aspirations at W3   ",="Aggregate Short-Term Aspirations at W3   ",="Short-Term Sales Aspirations at W3   ",="Short-Term Sales Aspirations at W3 (win 1 %)   ",="Short-Term Shop Size Aspirations  at W3   ",="Short-Term Employee Aspirations at W3   ",="Short-Term Customer Aspirations at W3   ",="Aggregate Long-Term Aspirations at W3   ",="Long-Term Shop Size Aspirations at W3   ",="Long-Term Employee Aspirations at W3   ",="Long-Term Customer Aspirations at W3   ",="Aggregate Short-Term Aspirations at W3   ",="Short-Term Sales Aspirations at W3   ",="Short-Term Sales Aspirations at W3 (win 1 %)   ",="Short-Term Shop Size Aspirations  at W3   ",="Short-Term Employee Aspirations at W3   ",="Short-Term Customer Aspirations at W3   ",="Aggregate Long-Term Aspirations at W3   ",="Long-Term Shop Size Aspirations at W3   ",="Long-Term Employee Aspirations at W3   ",="Long-Term Customer Aspirations at W3   ",="Aggregate Short-Term Aspirations at W3   ",="Short-Term Sales Aspirations at W3   ",="Short-Term Sales Aspirations at W3 (win 1 %)   ",="Short-Term Shop Size Aspirations  at W3   ",="Short-Term Employee Aspirations at W3   ",="Short-Term Customer Aspirations at W3   ",="Aggregate Long-Term Aspirations at W3   ",="Long-Term Shop Size Aspirations at W3   ",="Long-Term Employee Aspirations at W3   ",="Long-Term Customer Aspirations at W3   ",="Aggregate Short-Term Aspirations at W3   ",="Short-Term Sales Aspirations at W3   ",="Short-Term Sales Aspirations at W3 (win 1 %)   ",="Short-Term Shop Size Aspirations  at W3   ",="Short-Term Employee Aspirations at W3   ",="Short-Term Customer Aspirations at W3   ",="Aggregate Long-Term Aspirations at W3   ",="Long-Term Shop Size Aspirations at W3   ",="Long-Term Employee Aspirations at W3   ",="Long-Term Customer Aspirations at W3   ",="Aggregate Short-Term Aspirations at W3   ",="Short-Term Sales Aspirations at W3   ",="Short-Term Sales Aspirations at W3 (win 1 %)   ",="Short-Term Shop Size Aspirations  at W3   ",="Short-Term Employee Aspirations at W3   ",="Short-Term Customer Aspirations at W3   ",="Aggregate Long-Term Aspirations at W3   ",="Long-Term Shop Size Aspirations at W3   ",="Long-Term Employee Aspirations at W3   ",="Long-Term Customer Aspirations at W3   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="Assigned Handbook                                 ",="           0.006   ",="         -30.446   ",="         -44.234   ",="           2.828   ",="           0.235   ",="           2.391   ",="           0.033   ",="          -1.598   ",="           0.109   ",="          12.811   ",="           0.059   ",="           1.204   ",="         -26.620   ",="           2.687   ",="           0.181   ",="          17.052   ",="           0.078   ",="           0.509   ",="           0.124   ",="          21.550   ",="          -0.015   ",="          -2.822   ",="         -33.739   ",="           1.769   ",="          -0.114   ",="           1.486   ",="          -0.044   ",="          -2.190   ",="          -0.175   ",="           2.326   ",="           0.002   ",="         -11.484   ",="         -40.229   ",="           1.042   ",="           0.054   ",="           4.396   ",="          -0.029   ",="          -3.113   ",="          -0.002   ",="           1.932   ",="          -0.032   ",="          20.379   ",="         -28.327   ",="           1.780   ",="          -0.283   ",="           6.028   ",="          -0.038   ",="          -3.792   ",="          -0.183   ",="          12.901   ",="           0.069   ",="          21.751   ",="         -33.475   ",="           3.628   ",="           0.150   ",="          10.445   ",="           0.105   ",="          -1.672   ",="           0.500   ",="          16.236   "
="                                                  ",="         (0.070)   ",="        (63.967)   ",="        (40.132)   ",="         (2.944)   ",="         (0.183)   ",="         (7.193)   ",="         (0.095)   ",="         (3.831)   ",="         (0.301)   ",="        (13.725)   ",="         (0.069)   ",="        (59.786)   ",="        (37.991)   ",="         (2.792)   ",="         (0.182)   ",="        (10.881)   ",="         (0.103)   ",="         (3.873)   ",="         (0.328)   ",="        (15.548)   ",="         (0.057)   ",="        (72.128)   ",="        (37.283)   ",="         (2.012)   ",="         (0.167)   ",="         (6.931)   ",="         (0.087)   ",="         (3.236)   ",="         (0.256)   ",="        (13.066)   ",="         (0.057)   ",="        (66.218)   ",="        (34.754)   ",="         (1.863)   ",="         (0.191)   ",="         (6.508)   ",="         (0.086)   ",="         (2.999)   ",="         (0.312)   ",="        (11.988)   ",="         (0.088)   ",="       (128.603)   ",="        (52.363)   ",="         (2.871)   ",="         (0.239)   ",="        (11.431)   ",="         (0.124)   ",="         (4.418)   ",="         (0.320)   ",="        (22.909)   ",="         (0.086)   ",="       (113.657)   ",="        (48.127)   ",="         (2.872)   ",="         (0.295)   ",="         (9.826)   ",="         (0.126)   ",="         (3.698)   ",="         (0.472)   ",="        (20.936)   "
="Assigned Handbook & Movie                         ",="           0.041   ",="          44.608   ",="          35.752   ",="           1.849   ",="           0.219   ",="          10.584   ",="           0.053   ",="          -0.683   ",="           0.108   ",="          17.064   ",="           0.049   ",="          39.336   ",="          29.979   ",="           2.392   ",="           0.218   ",="           6.072   ",="          -0.051   ",="          -3.411   ",="          -0.064   ",="           3.802   ",="          -0.006   ",="          13.771   ",="           1.329   ",="          -0.092   ",="          -0.014   ",="           4.072   ",="          -0.057   ",="          -3.904   ",="          -0.097   ",="           2.298   ",="           0.000   ",="          21.160   ",="          -2.144   ",="          -0.535   ",="          -0.033   ",="           7.508   ",="          -0.047   ",="          -4.086   ",="          -0.125   ",="           6.216   ",="          -0.060   ",="          10.768   ",="          27.926   ",="          -0.769   ",="          -0.039   ",="          -7.748   ",="          -0.174** ",="          -6.267*  ",="          -0.327   ",="         -16.323*  ",="          -0.015   ",="         -48.515   ",="         -29.535   ",="           0.261   ",="           0.012   ",="           6.853   ",="          -0.078   ",="          -5.738   ",="           0.013   ",="          -4.251   "
="                                                  ",="         (0.077)   ",="        (60.529)   ",="        (49.172)   ",="         (2.005)   ",="         (0.174)   ",="        (10.748)   ",="         (0.094)   ",="         (3.409)   ",="         (0.265)   ",="        (13.846)   ",="         (0.073)   ",="        (61.522)   ",="        (50.433)   ",="         (2.043)   ",="         (0.170)   ",="        (10.322)   ",="         (0.098)   ",="         (3.435)   ",="         (0.306)   ",="        (12.515)   ",="         (0.058)   ",="        (59.211)   ",="        (44.444)   ",="         (1.682)   ",="         (0.144)   ",="         (8.605)   ",="         (0.091)   ",="         (3.433)   ",="         (0.280)   ",="        (11.144)   ",="         (0.057)   ",="        (57.371)   ",="        (44.009)   ",="         (1.688)   ",="         (0.143)   ",="         (8.781)   ",="         (0.091)   ",="         (3.475)   ",="         (0.283)   ",="        (11.247)   ",="         (0.075)   ",="        (77.682)   ",="        (55.632)   ",="         (2.281)   ",="         (0.193)   ",="         (6.453)   ",="         (0.088)   ",="         (3.530)   ",="         (0.291)   ",="         (8.601)   ",="         (0.104)   ",="        (82.035)   ",="        (63.138)   ",="         (2.895)   ",="         (0.186)   ",="        (14.358)   ",="         (0.113)   ",="         (3.830)   ",="         (0.328)   ",="        (14.978)   "
="Assigned Handbook & Counseling                    ",="           0.041   ",="         -87.681   ",="         -64.350   ",="           3.381*  ",="           0.236   ",="          18.687*  ",="           0.069   ",="           3.356   ",="          -0.035   ",="          14.496   ",="           0.022   ",="         -36.543   ",="         -28.912   ",="           1.756   ",="           0.159   ",="          18.076   ",="           0.005   ",="           1.795   ",="          -0.167   ",="           8.059   ",="           0.034   ",="         -55.473   ",="         -45.740   ",="           2.008   ",="           0.119   ",="          12.036   ",="          -0.068   ",="          -1.892   ",="          -0.299   ",="          -0.249   ",="           0.048   ",="         -36.011   ",="         -73.326*  ",="           1.713   ",="           0.246   ",="           5.495   ",="          -0.077   ",="          -3.274   ",="          -0.194   ",="          -3.560   ",="           0.020   ",="         -24.288   ",="         -17.721   ",="          -0.334   ",="           0.032   ",="          26.419   ",="          -0.075   ",="          -4.571   ",="          -0.444*  ",="          15.693   ",="           0.062   ",="         -76.872   ",="         -73.281   ",="           2.305   ",="          -0.036   ",="          42.220   ",="           0.098   ",="           4.389   ",="          -0.205   ",="          29.452   "
="                                                  ",="         (0.072)   ",="        (54.558)   ",="        (44.880)   ",="         (1.893)   ",="         (0.169)   ",="        (10.811)   ",="         (0.089)   ",="         (3.647)   ",="         (0.261)   ",="        (12.072)   ",="         (0.064)   ",="        (57.851)   ",="        (46.652)   ",="         (1.651)   ",="         (0.151)   ",="        (11.080)   ",="         (0.096)   ",="         (3.720)   ",="         (0.295)   ",="        (12.052)   ",="         (0.067)   ",="        (48.597)   ",="        (41.338)   ",="         (2.163)   ",="         (0.187)   ",="        (12.762)   ",="         (0.082)   ",="         (3.216)   ",="         (0.221)   ",="        (13.157)   ",="         (0.068)   ",="        (57.012)   ",="        (39.387)   ",="         (2.114)   ",="         (0.193)   ",="        (10.909)   ",="         (0.081)   ",="         (3.387)   ",="         (0.237)   ",="        (10.452)   ",="         (0.083)   ",="        (67.929)   ",="        (58.930)   ",="         (1.979)   ",="         (0.183)   ",="        (19.813)   ",="         (0.099)   ",="         (3.439)   ",="         (0.257)   ",="        (19.783)   ",="         (0.116)   ",="        (69.159)   ",="        (58.543)   ",="         (3.347)   ",="         (0.180)   ",="        (30.523)   ",="         (0.143)   ",="         (5.302)   ",="         (0.267)   ",="        (27.493)   "
="Assigned All Three                                ",="           0.065   ",="         202.543   ",="          68.550   ",="           0.697   ",="           0.040   ",="          25.817***",="           0.053   ",="          -0.408   ",="          -0.091   ",="          28.015** ",="          -0.005   ",="         171.912   ",="          27.508   ",="          -1.624   ",="          -0.064   ",="          18.540*  ",="          -0.036   ",="          -3.111   ",="          -0.289   ",="          21.820   ",="           0.038   ",="         -29.077   ",="          -8.499   ",="           0.686   ",="           0.034   ",="          20.324*  ",="          -0.031   ",="          -1.888   ",="          -0.208   ",="           7.511   ",="           0.022   ",="         -55.133   ",="         -44.199   ",="           0.144   ",="           0.048   ",="          19.911*  ",="          -0.076   ",="          -2.953   ",="          -0.216   ",="          -3.139   ",="          -0.046   ",="         -52.006   ",="         -14.244   ",="          -1.136   ",="          -0.228   ",="          19.115   ",="          -0.055   ",="          -2.933   ",="          -0.552*  ",="          22.235   ",="           0.011   ",="        -160.312** ",="        -107.584*  ",="           1.638   ",="          -0.077   ",="          21.967   ",="          -0.096   ",="          -4.635   ",="          -0.421   ",="           7.245   "
