="Baseline Regs with Interaction effect: size"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   ",="             (5)   ",="             (6)   ",="             (7)   ",="             (8)   "
="                                                  ",="sales_mthly_comp_all_ihs_w   ",="sales_mthly_comp_all_w   ",="profit_mthly_comp_rep_ihs_w   ",="profit_mthly_comp_rep_w   ",="sales_normday_ihs_w   ",="sales_normday_topprods_ihs_w   ",="profit_normday_ihs_w   ",="firm_custom_total   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="practice_decide_sales                             ",="           0.637***",="        1410.374***",="           0.484***",="          86.161** ",="           0.643***",="           0.499***",="           0.465***",="           7.225   "
="                                                  ",="         (0.173)   ",="       (502.180)   ",="         (0.142)   ",="        (33.512)   ",="         (0.184)   ",="         (0.150)   ",="         (0.143)   ",="         (5.297)   "
="practice_decide_sellprice                         ",="           0.492***",="         849.767***",="           0.335***",="          47.185** ",="           0.562***",="           0.403***",="           0.296***",="          11.319***"
="                                                  ",="         (0.109)   ",="       (294.496)   ",="         (0.090)   ",="        (22.995)   ",="         (0.114)   ",="         (0.115)   ",="         (0.088)   ",="         (4.324)   "
="practice_decide_bestsell                          ",="           0.317** ",="         379.736   ",="           0.436***",="          59.264** ",="           0.237   ",="           0.248*  ",="           0.342***",="           6.120   "
="                                                  ",="         (0.130)   ",="       (311.954)   ",="         (0.116)   ",="        (28.058)   ",="         (0.149)   ",="         (0.134)   ",="         (0.114)   ",="         (4.665)   "
="practice_decide_finance                           ",="           0.706***",="        1265.849** ",="           0.595***",="         102.869** ",="           0.679***",="           0.553***",="           0.612***",="           6.844   "
="                                                  ",="         (0.173)   ",="       (583.215)   ",="         (0.164)   ",="        (51.769)   ",="         (0.186)   ",="         (0.142)   ",="         (0.168)   ",="         (6.600)   "
="practice_decide_buyprice                          ",="           0.137   ",="         241.418   ",="           0.306*  ",="          50.220   ",="           0.025   ",="           0.201   ",="           0.225   ",="           5.278   "
="                                                  ",="         (0.232)   ",="       (561.160)   ",="         (0.160)   ",="        (43.377)   ",="         (0.228)   ",="         (0.232)   ",="         (0.157)   ",="         (5.701)   "
="practice_decide_newprod                           ",="           0.502***",="         928.782** ",="           0.603***",="         112.497** ",="           0.594***",="           0.449***",="           0.638***",="          22.628   "
="                                                  ",="         (0.159)   ",="       (471.846)   ",="         (0.152)   ",="        (45.054)   ",="         (0.149)   ",="         (0.156)   ",="         (0.144)   ",="        (14.941)   "
="practice_decide_practice                          ",="           0.847***",="        2004.902***",="           0.721***",="         139.103***",="           0.858***",="           0.733***",="           0.712***",="          38.835** "
="                                                  ",="         (0.152)   ",="       (567.513)   ",="         (0.139)   ",="        (36.407)   ",="         (0.166)   ",="         (0.160)   ",="         (0.139)   ",="        (17.326)   "
="practice_decide_plan                              ",="           0.623***",="        1189.961***",="           0.587***",="         104.816***",="           0.683***",="           0.570***",="           0.526***",="          16.476***"
="                                                  ",="         (0.130)   ",="       (391.702)   ",="         (0.125)   ",="        (32.194)   ",="         (0.143)   ",="         (0.136)   ",="         (0.129)   ",="         (4.622)   "
="practice_decide_sales_BMsize                      ",="          -0.665***",="       -1656.960***",="          -0.608***",="        -126.764***",="          -0.643** ",="          -0.453*  ",="          -0.532** ",="          -3.793   "
="                                                  ",="         (0.249)   ",="       (545.805)   ",="         (0.216)   ",="        (37.547)   ",="         (0.253)   ",="         (0.232)   ",="         (0.216)   ",="         (7.236)   "
="practice_decide_sellprice_BMsize                  ",="          -0.495***",="        -905.446***",="          -0.305** ",="         -44.375   ",="          -0.534***",="          -0.442***",="          -0.286** ",="         -10.962** "
="                                                  ",="         (0.147)   ",="       (337.261)   ",="         (0.136)   ",="        (27.803)   ",="         (0.158)   ",="         (0.147)   ",="         (0.131)   ",="         (4.838)   "
="practice_decide_bestsell_BMsize                   ",="          -0.532***",="        -898.588** ",="          -0.653***",="        -106.578***",="          -0.537***",="          -0.389** ",="          -0.587***",="          -6.805   "
="                                                  ",="         (0.176)   ",="       (356.128)   ",="         (0.173)   ",="        (31.468)   ",="         (0.200)   ",="         (0.169)   ",="         (0.163)   ",="         (5.248)   "
="practice_decide_finance_BMsize                    ",="          -1.298***",="       -1979.515***",="          -0.898***",="        -122.440*  ",="          -1.288***",="          -1.130***",="          -0.810***",="         -13.099*  "
="                                                  ",="         (0.259)   ",="       (632.596)   ",="         (0.267)   ",="        (65.307)   ",="         (0.280)   ",="         (0.238)   ",="         (0.260)   ",="         (7.686)   "
="practice_decide_buyprice_BMsize                   ",="           0.237   ",="         542.669   ",="           0.400*  ",="          73.164   ",="           0.339   ",="           0.105   ",="           0.437*  ",="          -5.500   "
="                                                  ",="         (0.309)   ",="       (810.219)   ",="         (0.224)   ",="        (65.088)   ",="         (0.323)   ",="         (0.305)   ",="         (0.241)   ",="         (7.648)   "
="practice_decide_newprod_BMsize                    ",="          -0.422*  ",="        -643.729   ",="          -0.496** ",="         -75.162   ",="          -0.566** ",="          -0.394*  ",="          -0.546** ",="         -16.147   "
="                                                  ",="         (0.245)   ",="       (593.488)   ",="         (0.240)   ",="        (57.015)   ",="         (0.262)   ",="         (0.224)   ",="         (0.226)   ",="        (15.356)   "
="practice_decide_practice_BMsize                   ",="          -0.873***",="       -1944.586***",="          -0.679***",="        -126.627***",="          -0.872***",="          -0.785***",="          -0.653***",="         -40.470** "
="                                                  ",="         (0.205)   ",="       (645.058)   ",="         (0.193)   ",="        (45.339)   ",="         (0.221)   ",="         (0.206)   ",="         (0.189)   ",="        (17.539)   "
="practice_decide_plan_BMsize                       ",="          -0.735***",="       -1630.702***",="          -0.595***",="        -124.442***",="          -0.755***",="          -0.685***",="          -0.586***",="         -17.118***"
="                                                  ",="         (0.152)   ",="       (406.976)   ",="         (0.153)   ",="        (35.439)   ",="         (0.166)   ",="         (0.157)   ",="         (0.154)   ",="         (5.134)   "
="labour_total                                      ",="           0.040*  ",="         147.388** ",="           0.037*  ",="          10.799** ",="           0.016   ",="           0.069***",="           0.043** ",="           0.871   "
="                                                  ",="         (0.023)   ",="        (60.002)   ",="         (0.021)   ",="         (4.594)   ",="         (0.024)   ",="         (0.022)   ",="         (0.021)   ",="         (0.951)   "
="_cons                                             ",="           7.570***",="        1304.994***",="           5.299***",="         135.045***",="           4.267***",="           3.507***",="           2.110***",="          28.978***"
="                                                  ",="         (0.053)   ",="       (120.202)   ",="         (0.049)   ",="         (9.505)   ",="         (0.056)   ",="         (0.050)   ",="         (0.047)   ",="         (1.776)   "
="R-squared                                         ",="           0.102   ",="           0.103   ",="           0.092   ",="           0.090   ",="           0.090   ",="           0.092   ",="           0.090   ",="           0.071   "
="N                                                 ",="            1289   ",="            1289   ",="            1266   ",="            1266   ",="            1300   ",="            1306   ",="            1272   ",="            1302   "
="Dep Var Mean for AM 12-Mth Shop Asps in Control   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM 12-Mth Shop Asps in Control     ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM 12-Mth Shop Asps in Control   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM 12-Mth Shop Asps in Control     ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM Ideal Asps in Control         ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM Ideal Asps in Control           ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM Ideal Asps in Control         ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM Ideal Asps in Control           ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book + Interaction              ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book & Movie + Interaction      ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book & Assistaince + Interaction",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): All Three + Interaction         ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="* p<0.10, ** p<0.05, *** p<0.01"
