="McK_B Outcomes"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   ",="             (5)   ",="             (6)   ",="             (7)   ",="             (8)   "
="                                                  ",="sales_mthly_comp_all_ihs_w   ",="sales_mthly_comp_all_w   ",="profit_mthly_comp_rep_ihs_w   ",="profit_mthly_comp_rep_w   ",="sales_normday_ihs_w   ",="sales_normday_topprods_ihs_w   ",="profit_normday_ihs_w   ",="firm_custom_total   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="practice_McKandW_B1                               ",="           0.086   ",="         406.502** ",="           0.061   ",="          19.332   ",="           0.083   ",="           0.092   ",="           0.076   ",="           2.776   "
="                                                  ",="         (0.072)   ",="       (174.510)   ",="         (0.069)   ",="        (14.157)   ",="         (0.078)   ",="         (0.067)   ",="         (0.066)   ",="         (2.890)   "
="practice_McKandW_B2                               ",="           0.180***",="         147.173   ",="           0.131***",="          20.330** ",="           0.144** ",="           0.161***",="           0.105** ",="           5.303***"
="                                                  ",="         (0.051)   ",="       (108.052)   ",="         (0.051)   ",="         (9.402)   ",="         (0.056)   ",="         (0.048)   ",="         (0.049)   ",="         (1.629)   "
="practice_McKandW_B3                               ",="           0.028   ",="         112.408   ",="           0.091*  ",="          10.367   ",="           0.044   ",="           0.030   ",="           0.090*  ",="           0.697   "
="                                                  ",="         (0.052)   ",="       (107.132)   ",="         (0.053)   ",="         (9.558)   ",="         (0.058)   ",="         (0.050)   ",="         (0.051)   ",="         (1.711)   "
="owner_educ                                        ",="           0.014** ",="          15.226   ",="           0.027***",="           3.562***",="           0.014*  ",="           0.015** ",="           0.024***",="           0.601** "
="                                                  ",="         (0.007)   ",="        (12.579)   ",="         (0.007)   ",="         (1.057)   ",="         (0.008)   ",="         (0.007)   ",="         (0.006)   ",="         (0.262)   "
="labour_total                                      ",="           0.030   ",="         124.454** ",="           0.036*  ",="          10.457** ",="           0.007   ",="           0.059***",="           0.041** ",="           0.960   "
="                                                  ",="         (0.021)   ",="        (52.749)   ",="         (0.020)   ",="         (4.203)   ",="         (0.023)   ",="         (0.020)   ",="         (0.020)   ",="         (0.884)   "
="firm_space_cont                                   ",="           0.023***",="          48.955***",="           0.016***",="           2.869***",="           0.023***",="           0.021***",="           0.015***",="           0.320** "
="                                                  ",="         (0.006)   ",="        (12.320)   ",="         (0.004)   ",="         (0.821)   ",="         (0.006)   ",="         (0.006)   ",="         (0.004)   ",="         (0.147)   "
="_cons                                             ",="           7.122***",="         526.867***",="           4.802***",="          61.072***",="           3.826***",="           3.076***",="           1.660***",="          18.240***"
="                                                  ",="         (0.093)   ",="       (191.907)   ",="         (0.085)   ",="        (15.189)   ",="         (0.097)   ",="         (0.088)   ",="         (0.078)   ",="         (3.428)   "
="R-squared                                         ",="           0.125   ",="           0.130   ",="           0.093   ",="           0.085   ",="           0.103   ",="           0.122   ",="           0.086   ",="           0.040   "
="N                                                 ",="            1286   ",="            1286   ",="            1263   ",="            1263   ",="            1297   ",="            1303   ",="            1269   ",="            1299   "
="* p<0.10, ** p<0.05, *** p<0.01"
