="McK_M Outcomes"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   ",="             (5)   ",="             (6)   ",="             (7)   ",="             (8)   "
="                                                  ",="sales_mthly_comp_all_ihs_w   ",="sales_mthly_comp_all_w   ",="profit_mthly_comp_rep_ihs_w   ",="profit_mthly_comp_rep_w   ",="sales_normday_ihs_w   ",="sales_normday_topprods_ihs_w   ",="profit_normday_ihs_w   ",="firm_custom_total   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="practice_McKandW_M1                               ",="          -0.150*  ",="        -284.632   ",="          -0.203** ",="         -21.199   ",="          -0.229** ",="          -0.086   ",="          -0.169*  ",="          -5.338*  "
="                                                  ",="         (0.090)   ",="       (183.891)   ",="         (0.089)   ",="        (16.159)   ",="         (0.103)   ",="         (0.084)   ",="         (0.086)   ",="         (2.816)   "
="practice_McKandW_M2                               ",="          -0.157*  ",="        -105.020   ",="           0.017   ",="           2.354   ",="          -0.139   ",="          -0.132   ",="           0.018   ",="           0.475   "
="                                                  ",="         (0.090)   ",="       (194.985)   ",="         (0.086)   ",="        (16.345)   ",="         (0.099)   ",="         (0.086)   ",="         (0.084)   ",="         (3.331)   "
="practice_McKandW_M3                               ",="           0.185***",="         226.693*  ",="           0.177***",="          20.969*  ",="           0.204***",="           0.197***",="           0.177***",="           6.130** "
="                                                  ",="         (0.061)   ",="       (131.754)   ",="         (0.061)   ",="        (11.933)   ",="         (0.067)   ",="         (0.059)   ",="         (0.059)   ",="         (2.557)   "
="practice_McKandW_M4                               ",="           0.241***",="         511.331***",="           0.222***",="          47.282***",="           0.222***",="           0.192***",="           0.196***",="           3.139   "
="                                                  ",="         (0.075)   ",="       (179.029)   ",="         (0.074)   ",="        (15.069)   ",="         (0.082)   ",="         (0.071)   ",="         (0.071)   ",="         (3.528)   "
="practice_McKandW_M5                               ",="          -0.026   ",="        -112.204   ",="           0.030   ",="           6.831   ",="          -0.066   ",="           0.017   ",="           0.073   ",="           0.517   "
="                                                  ",="         (0.060)   ",="       (128.644)   ",="         (0.062)   ",="        (11.990)   ",="         (0.065)   ",="         (0.059)   ",="         (0.060)   ",="         (2.186)   "
="practice_McKandW_M6                               ",="           0.158** ",="         341.799*  ",="           0.033   ",="          12.197   ",="           0.146*  ",="           0.150** ",="           0.025   ",="          11.361** "
="                                                  ",="         (0.077)   ",="       (181.813)   ",="         (0.078)   ",="        (15.371)   ",="         (0.088)   ",="         (0.073)   ",="         (0.077)   ",="         (4.593)   "
="practice_McKandW_M7                               ",="           0.269*  ",="         542.588   ",="           0.053   ",="         -14.630   ",="           0.247   ",="           0.394***",="           0.077   ",="          14.838   "
="                                                  ",="         (0.161)   ",="       (380.741)   ",="         (0.136)   ",="        (24.468)   ",="         (0.174)   ",="         (0.151)   ",="         (0.130)   ",="        (10.883)   "
="owner_finlit_compscore                            ",="           0.068   ",="          15.848   ",="           0.059   ",="           2.486   ",="           0.055   ",="           0.052   ",="           0.061   ",="           2.663   "
="                                                  ",="         (0.044)   ",="        (90.657)   ",="         (0.043)   ",="         (7.755)   ",="         (0.047)   ",="         (0.041)   ",="         (0.041)   ",="         (1.935)   "
="labour_total                                      ",="           0.033   ",="         125.728** ",="           0.036*  ",="          10.298** ",="           0.011   ",="           0.061***",="           0.041** ",="           0.995   "
="                                                  ",="         (0.022)   ",="        (52.892)   ",="         (0.021)   ",="         (4.238)   ",="         (0.023)   ",="         (0.020)   ",="         (0.020)   ",="         (0.875)   "
="firm_space_cont                                   ",="           0.024***",="          49.503***",="           0.017***",="           3.008***",="           0.024***",="           0.021***",="           0.015***",="           0.349** "
="                                                  ",="         (0.005)   ",="        (11.674)   ",="         (0.004)   ",="         (0.818)   ",="         (0.006)   ",="         (0.005)   ",="         (0.004)   ",="         (0.145)   "
="_cons                                             ",="           7.314***",="         818.395***",="           5.116***",="         103.648***",="           4.040***",="           3.245***",="           1.922***",="          23.421***"
="                                                  ",="         (0.086)   ",="       (189.441)   ",="         (0.075)   ",="        (14.514)   ",="         (0.089)   ",="         (0.085)   ",="         (0.065)   ",="         (2.946)   "
="R-squared                                         ",="           0.141   ",="           0.139   ",="           0.090   ",="           0.085   ",="           0.123   ",="           0.136   ",="           0.086   ",="           0.059   "
="N                                                 ",="            1287   ",="            1287   ",="            1264   ",="            1264   ",="            1298   ",="            1304   ",="            1270   ",="            1300   "
="* p<0.10, ** p<0.05, *** p<0.01"
