shop_ID,W1_gps_dec_long,W1_gps_dec_lat,W1_shoptype,W1_tuksayur2,W1_rokok2,W1_gas2,W1_warung2,B,BM,BC,BMC,BT,BMT,BCT,BMCT,control,treatgroup
107,106.8028,-6.1496015,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
133,106.80544,-6.1488833,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
186,106.73251,-6.1475081,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
190,106.80285,-6.1505485,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
196,106.73258,-6.1475315,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
201,106.94639,-6.2315683,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0
202,106.94523,-6.2302918,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
219,106.93857,-6.2293682,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0
230,106.93961,-6.2295985,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
232,106.9389,-6.2304869,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
238,106.94418,-6.2187099,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
304,106.80112,-6.3436618,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
315,106.80124,-6.3384233,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0
326,106.80884,-6.3396482,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
337,106.81311,-6.3354216,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
338,106.81322,-6.3343134,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0
391,106.80981,-6.3395681,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0
419,106.74474,-6.2306666,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
482,106.75013,-6.2321181,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
501,106.82862,-6.1510267,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
506,106.83021,-6.1539168,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
507,106.8303,-6.1541581,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
508,106.82901,-6.1588349,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
512,106.82984,-6.1573167,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
586,106.82842,-6.15804,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
613,106.71751,-6.1431885,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
618,106.72648,-6.1287117,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
630,106.72411,-6.1429634,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
644,106.72518,-6.1527514,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
711,106.86775,-6.3112898,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
717,106.86699,-6.3104215,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
719,106.86332,-6.3132482,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
743,106.86776,-6.3212519,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
744,106.86977,-6.3196602,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
781,106.86651,-6.3102484,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
784,106.86787,-6.3111768,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
805,106.75753,-6.1374798,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0
812,106.7424,-6.1500936,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
816,106.7401,-6.1517015,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0
837,106.74767,-6.1385417,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
890,106.75193,-6.1360965,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
891,106.74995,-6.1405935,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
894,106.74934,-6.1356816,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
903,106.83878,-6.2949882,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
904,106.83947,-6.2984166,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
915,106.84047,-6.2829833,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
921,106.8376,-6.28828,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
928,106.83503,-6.2967234,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
983,106.83981,-6.3015518,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
984,106.8397,-6.3022285,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1108,106.886,-6.3428383,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1110,106.8871,-6.3407016,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1117,106.88297,-6.3395767,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1129,106.88108,-6.3390832,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1136,106.88087,-6.3363881,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1137,106.88748,-6.3417716,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1208,106.85652,-6.2462783,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1218,106.85151,-6.2452216,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1293,106.85101,-6.2452898,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1310,106.94559,-6.1824431,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
1320,106.94825,-6.1819201,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1323,106.94703,-6.1837749,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1349,106.96509,-6.1688685,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1386,106.94754,-6.1819916,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1397,106.96534,-6.1687298,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1406,106.93027,-6.2215333,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
1412,106.93156,-6.2262402,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1424,106.9285,-6.2211218,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1481,106.9317,-6.2231135,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1513,106.84044,-6.3133302,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1526,106.85638,-6.30827,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1529,106.85463,-6.3054218,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1535,106.8535,-6.3105102,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
