shop_ID,W1_gps_dec_long,W1_gps_dec_lat,W1_shoptype,W1_tuksayur2,W1_rokok2,W1_gas2,W1_warung2,B,BM,BC,BMC,BT,BMT,BCT,BMCT,control,treatgroup
586,106.82842,-6.15804,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
613,106.71751,-6.1431885,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
618,106.72648,-6.1287117,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
641,106.72369,-6.1523018,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
693,106.72837,-6.1308265,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
704,106.86552,-6.3114834,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
717,106.86699,-6.3104215,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
719,106.86332,-6.3132482,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
745,106.86987,-6.3192849,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0
781,106.86651,-6.3102484,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
784,106.86787,-6.3111768,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
805,106.75753,-6.1374798,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0
812,106.7424,-6.1500936,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
837,106.74767,-6.1385417,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
888,106.74839,-6.1341567,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
890,106.75193,-6.1360965,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
891,106.74995,-6.1405935,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
894,106.74934,-6.1356816,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
903,106.83878,-6.2949882,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
904,106.83947,-6.2984166,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
906,106.83894,-6.300015,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
915,106.84047,-6.2829833,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
921,106.8376,-6.28828,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
928,106.83503,-6.2967234,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
983,106.83981,-6.3015518,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
984,106.8397,-6.3022285,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1108,106.886,-6.3428383,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1109,106.88714,-6.3429317,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1110,106.8871,-6.3407016,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1113,106.88805,-6.3405733,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1117,106.88297,-6.3395767,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1129,106.88108,-6.3390832,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1136,106.88087,-6.3363881,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1137,106.88748,-6.3417716,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1181,106.8871,-6.3432932,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1208,106.85652,-6.2462783,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1218,106.85151,-6.2452216,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1228,106.85995,-6.2448382,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1281,106.85863,-6.2452116,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1293,106.85101,-6.2452898,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1310,106.94559,-6.1824431,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
1320,106.94825,-6.1819201,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1323,106.94703,-6.1837749,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1346,106.96392,-6.1674981,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1387,106.94796,-6.1814284,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1406,106.93027,-6.2215333,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
1412,106.93156,-6.2262402,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1424,106.9285,-6.2211218,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1481,106.9317,-6.2231135,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1482,106.93108,-6.2246132,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1516,106.84435,-6.3147435,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1533,106.85522,-6.3061018,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1540,106.85587,-6.3108616,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1618,106.84121,-6.3314366,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1645,106.83674,-6.3262482,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1656,106.84229,-6.3171768,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1662,106.83916,-6.3146968,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
1666,106.84231,-6.3170619,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1678,106.84059,-6.3216634,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1702,106.85406,-6.2029467,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1706,106.85468,-6.2025719,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1730,106.85423,-6.2057133,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1734,106.85234,-6.2052765,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1738,106.85441,-6.2056251,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1801,106.8623,-6.3518267,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1824,106.86808,-6.3517399,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1841,106.86887,-6.3406835,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1909,106.75454,-6.1992731,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1921,106.74908,-6.1986318,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1924,106.76066,-6.2141232,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1928,106.75986,-6.2143517,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1944,106.76119,-6.2183199,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1952,106.7541,-6.2041583,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
2005,106.75166,-6.1674066,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
2020,106.74687,-6.1745348,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0
2027,106.75459,-6.1637001,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2029,106.75607,-6.1613235,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2030,106.75379,-6.1620617,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0
2035,106.74976,-6.1626582,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0
2042,106.74917,-6.162395,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2115,106.90716,-6.3020582,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2116,106.90699,-6.299665,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0
2129,106.89645,-6.3097782,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0
2135,106.89633,-6.312675,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0
2146,106.90005,-6.3072767,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2190,106.90737,-6.3014851,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0
2214,106.81028,-6.1777534,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2221,106.80882,-6.1691918,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0
2312,106.90683,-6.2941432,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2318,106.90704,-6.2933369,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
2320,106.90676,-6.2917018,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
2395,106.91329,-6.3007798,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2403,106.7831,-6.2344465,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2404,106.7815,-6.2342715,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2407,106.78263,-6.2355299,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2410,106.78145,-6.2360716,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2436,106.77377,-6.2306132,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2481,106.78302,-6.2330532,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
2483,106.78374,-6.234045,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2517,106.83679,-6.3492732,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2524,106.83459,-6.3480716,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2526,106.83521,-6.3486419,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0
2544,106.82361,-6.35256,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2565,106.81422,-6.3556666,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2583,106.83574,-6.3488464,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2585,106.83482,-6.3503118,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2589,106.83421,-6.3459568,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2597,106.81107,-6.3569384,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2598,106.81177,-6.3577266,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2610,106.73124,-6.1469865,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2611,106.73023,-6.1470065,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2616,106.73199,-6.1536465,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2640,106.73605,-6.1259518,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2644,106.73638,-6.1279335,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0
2646,106.73608,-6.1278515,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2655,106.73241,-6.1241517,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2680,106.73141,-6.1475682,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2686,106.73282,-6.1540484,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2693,106.73763,-6.1262317,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2694,106.73589,-6.1270585,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2716,106.76471,-6.2782116,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2739,106.75949,-6.2672968,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
2784,106.7636,-6.2783785,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2791,106.76702,-6.2549467,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0
2795,106.7651,-6.2813716,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2804,106.8597,-6.2038035,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2827,106.85706,-6.2003965,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2828,106.85686,-6.2000465,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2830,106.8569,-6.1994467,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2837,106.86024,-6.2049117,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2847,106.86132,-6.20964,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2851,106.85701,-6.2010365,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2886,106.85948,-6.2060018,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0
2920,106.84116,-6.2158833,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2934,106.84216,-6.2185864,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2985,106.84113,-6.2153082,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0
2989,106.84148,-6.2141433,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2995,106.84226,-6.2190633,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3002,106.84499,-6.169745,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3008,106.84517,-6.1731668,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3010,106.84583,-6.1730332,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3019,106.84561,-6.1697149,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3085,106.84734,-6.1728468,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
