shop_ID,W1_gps_dec_long,W1_gps_dec_lat,W1_shoptype,W1_tuksayur2,W1_rokok2,W1_gas2,W1_warung2,B,BM,BC,BMC,BT,BMT,BCT,BMCT,control,treatgroup
107,106.8028,-6.1496015,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
125,106.80441,-6.1503048,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0
128,106.73258,-6.1475315,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
133,106.80544,-6.1488833,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
183,106.80196,-6.1509433,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
186,106.73251,-6.1475081,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
190,106.80285,-6.1505485,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
196,106.73258,-6.1475315,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
201,106.94639,-6.2315683,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0
202,106.94523,-6.2302918,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
219,106.93857,-6.2293682,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0
221,106.9429,-6.231535,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
230,106.93961,-6.2295985,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
232,106.9389,-6.2304869,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
235,106.94563,-6.2199616,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
238,106.94418,-6.2187099,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
304,106.80112,-6.3436618,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
315,106.80124,-6.3384233,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0
318,106.80402,-6.3403502,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
326,106.80884,-6.3396482,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
330,106.80979,-6.3349319,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0
337,106.81311,-6.3354216,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
