="Original baseline selection of best pract with McK_B practices"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   ",="             (5)   ",="             (6)   ",="             (7)   ",="             (8)   "
="                                                  ",="W3_sales_comp3_ihs_w1   ",="W3_sales_comp3_w1   ",="W3_prof_comp4_ihs_w1   ",="W3_prof_comp4_w1   ",="W3_sales_nday_ihs_w1   ",="W3_sales_nday_top3_w1   ",="W3_prof_nday_ihs_w1   ",=" W3_custom_total   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="W3_MWB1_negosupplprice                            ",="           0.254***",="        2046.260***",="           0.237***",="         176.265***",="           0.251***",="          47.692***",="           0.260***",="          11.003***"
="                                                  ",="         (0.068)   ",="       (514.444)   ",="         (0.063)   ",="        (49.851)   ",="         (0.073)   ",="        (12.861)   ",="         (0.064)   ",="         (3.808)   "
="W3_MWB2_compsupplprod                             ",="           0.141** ",="         431.707   ",="           0.133** ",="          54.831   ",="           0.133** ",="          13.092   ",="           0.126** ",="          10.853***"
="                                                  ",="         (0.057)   ",="       (354.033)   ",="         (0.053)   ",="        (36.305)   ",="         (0.061)   ",="         (8.800)   ",="         (0.054)   ",="         (2.519)   "
="W3_MWB3_notOOS                                    ",="          -0.088   ",="        -688.750*  ",="          -0.031   ",="         -56.413   ",="          -0.101*  ",="          -6.409   ",="          -0.064   ",="          -7.923***"
="                                                  ",="         (0.056)   ",="       (374.594)   ",="         (0.053)   ",="        (37.324)   ",="         (0.060)   ",="         (9.082)   ",="         (0.054)   ",="         (2.616)   "
="W3_labour_total                                   ",="           0.048** ",="         398.487** ",="           0.053** ",="          42.762***",="           0.050*  ",="          11.431***",="           0.062***",="           0.707   "
="                                                  ",="         (0.024)   ",="       (164.128)   ",="         (0.021)   ",="        (15.554)   ",="         (0.026)   ",="         (3.611)   ",="         (0.020)   ",="         (1.045)   "
="W3_size                                           ",="           0.041***",="         290.794***",="           0.030***",="          21.033***",="           0.044***",="           6.485***",="           0.029***",="           1.009***"
="                                                  ",="         (0.004)   ",="        (33.788)   ",="         (0.003)   ",="         (2.450)   ",="         (0.004)   ",="         (0.830)   ",="         (0.003)   ",="         (0.165)   "
="_cons                                             ",="           8.160***",="         898.667   ",="           6.190***",="         262.184***",="           4.841***",="          21.932   ",="           2.908***",="          36.153***"
="                                                  ",="         (0.081)   ",="       (575.387)   ",="         (0.069)   ",="        (50.293)   ",="         (0.088)   ",="        (14.201)   ",="         (0.071)   ",="         (4.033)   "
="R-squared                                         ",="           0.204   ",="           0.224   ",="           0.149   ",="           0.147   ",="           0.200   ",="           0.193   ",="           0.147   ",="           0.095   "
="N                                                 ",="            1184   ",="            1184   ",="            1180   ",="            1180   ",="            1186   ",="            1186   ",="            1183   ",="            1186   "
="* p<0.10, ** p<0.05, *** p<0.01"
